regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;category;
RA56;GuardTrack Patrol Baton Stainless Steel;4610.00;3227.00;3711.05;5301.5;intr;
RA57;GuardTrack Patrol Point Incl Bracket;79.00;55.00;63.25;90.85;intr;
RA58;GuardTrack 64 Software On(Multiple Site);3159.00;2211.00;2542.65;3632.85;intr;
;RF JAMMING DETECTION EQUIPMENT;;;0;0;intr;
RA50;Mall Guard Jamming Detector 200m;4148.26;3125.50;3594.325;4770.499;intr;
RA50-1;Superplex Portable Jamming Detect;3717.55;2800.98;3221.127;4275.1825;intr;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 40;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
ELECTRIC FENCING;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
;"ENERGISERS; KEYPADS & ENCLOSURES";;;0;0;;
EF49-1;Energizer - Wizord 4J 1Z;2824.89;1910.00;2196.5;3248.6235;efe;
EF49-3;Energizer - Wizord 2 2 Joule;2440.35;1650.00;1897.5;2806.4025;efe;
EF49-4;Energizer - DRUID 13 LCD - 3 Joule;2736.15;1850.00;2127.5;3146.5725;efe;
EF49-5;Energizer - DRUID 15 LCD - 5 Joule;2987.58;2020.00;2323;3435.717;efe;
EF49-6;Energizer - DRUID 18 LCD - 8 Joule;4215.15;2850.00;3277.5;4847.4225;efe;
EF49-7;Energizer - DRUID 114 LCD - 14 Joule;6655.50;4500.00;5175;7653.825;efe;
EF53-1;Energizer - DRUID 25 LCD 5 Joule 2 Zone;5102.55;3450.00;3967.5;5867.9325;efe;
EF53-2;Energizer - DRUID 28 LCD 8 Joule 2 Zone;5176.50;3500.00;4025;5952.975;efe;
EF53-5;DRUID - FG7 LCD Controller;9391.65;6350.00;7302.5;10800.3975;efe;
EF53-6;DRUID - 2x 10 Relay Expansion Card;1440.72;920.00;1058;1656.828;efe;
EF53-7;DRUID - LCD24 - RS485 Comms Card;786.00;550.00;632.5;903.9;efe;
;;;;0;0;efe;
EF51-2;Energizer - Merlin 4J Incl Keypad;3579.18;2420.00;2783;4116.057;efe;
EF52-1;Energizer - Merlin Stealth M18S 8J 1Z;4259.52;2880.00;3312;4898.448;efe;
EF52-2;Energizer - Merlin M28S 8J 2Z;4865.91;3290.00;3783.5;5595.7965;efe;
EF53-4;Nemtek Druid 2X Synchronisation Module;1708.25;1155.00;1328.25;1964.4875;efe;
EF53-8;Nemtek Druid 2X Nemlink Ethernet Module;1691.28;1080.00;1242;1944.972;efe;
EF53-9;Nemtek Druid Fence Probe Software;5637.60;4050.00;4657.5;6483.24;efe;
EF54;FG7C - NemLink Internal card + TW;1354.59;865.00;994.75;1557.7785;efe;
EF54-1;Network Smart IO Card 8 +1 (Nemlink);2487.39;1741.17;2002.3455;2860.4985;efe;
EF54-4;D20 Low Voltage Fence Monitor;3979.00;2690.00;3093.5;4575.85;efe;
EF54-8;D20 Low Voltage Fence Tester;1079.67;730.00;839.5;1241.6205;efe;
;;;;0;0;efe;
EF50;Keypad - Merlin 1 Zone 1 Gate;696.87;445.00;511.75;801.4005;efe;
EF50-1;Keypad - Merlin 1 Zone 2 Gate;720.36;460.00;529;828.414;efe;
EF50-2;Keypad - LCD For DRUID - 1 zone;720.36;460.00;529;828.414;efe;
EF50-3;Keypad - DRUID Keypad 2 Zone;814.32;520.00;598;936.468;efe;
EF50-4;Keypad - 4 Zone LCD for 2 Zone DRUID;923.94;590.00;678.5;1062.531;efe;
EF52-4;Keypad - Merlin 2 Zone 2 Gate;923.94;590.00;678.5;1062.531;efe;
EF49-2;Wizord 4 Magnet with holder;90.83;58.00;66.7;104.4545;efe;
;;;;0;0;efe;
CA55;Enclose Steel 305x305x230mm;571.50;400.00;460;657.225;efe;
CA55-1;Enclose Steel 450x450x225mm Grey;885.80;620.00;713;1018.67;efe;
CA55-2;Enclose Steel Box Wizard 460x305x230mm;1190.00;760.00;874;1368.5;efe;
CA55-3;Enclose Steel Box Stealth 600x460x230mm;1800.00;1150.00;1322.5;2070;efe;
CA19-5;Enclose for Energizer Fibreglass RL6D-P;1025.73;655.00;753.25;1179.5895;efe;
CA19-6;ENCLOSURE - For Energizer H305xW305xD155;508.95;325.00;373.75;585.2925;efe;
CA19-9;ENCLOSURE - For Energizer Fibreglass AP3;1682.82;1074.60;1235.79;1935.243;efe;
ENERGISERS - Agri;;;;0;0;efe;
EF63-9;Agri 1J - 10km Energizer (Battery/Mains);2114.10;1350.00;1552.5;2431.215;efe;
EF63-8;Agri 10 Solar with 10W Solar Panel;3429.54;2190.00;2518.5;3943.971;efe;
EF63-30;Agri 3J 30km Batt /Mains (Incl Charger);3116.34;1990.00;2288.5;3583.791;efe;
EF63-25;Agri 25 Solar with 20W Solar Panel;3993.30;2550.00;2932.5;4592.295;efe;
EF63-28;Agri 8 Solar 10 Watt with Internal Batt;4322.16;2760.00;3174;4970.484;efe;
EF63-50;Agri 50 Solar with 40W Solar Panel;5465.34;3490.00;4013.5;6285.141;efe;
EF63-21;Remote - Agri Key Chain;430.65;275.00;316.25;495.2475;efe;
EF63-26;Agri 5 Solar Energizer 10W with Battery;4165.56;2660.00;3059;4790.394;efe;
EF63-29;Agri 2J 20km Energizer Battery /Mains;2270.70;1450.00;1667.5;2611.305;efe;
EF63-31;Energizer Equine 2J 20km with remote;2100.00;1470.00;1690.5;2415;efe;
EF63-35;Agri Energizer 5J 50Km Battery / Mains;3252.20;2276.50;2617.975;3740.03;efe;
EF63-39;Agri Universal Charger Transformer;274.05;175.00;201.25;315.1575;efe;
CA55-8;Enclose Alum Tread Plate Box 610x800x300;5308.74;3390.00;3898.5;6105.051;efe;
CA55-9;Enclose HDG Knock Down Stand for CA55-8;1767.41;1195.00;1374.25;2032.5215;efe;
CA55-10;ENCLOSURE Stand U-Bracket for CA55-9;63.43;42.90;49.335;72.9445;efe;
;;;;0;0;efe;
Prices are subject to change without prior notice.;;;;0;0;efe;
E&OE. Valid until 31st March 2023.;Page: 41;;;0;0;efe;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;efe;
;;;;0;0;efe;
Trade Price List;;;;0;0;efe;
ELECTRIC FENCING;;;;0;0;efe;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;efe;
;WALLTOP FENCE POLES - POWDER COATED;;;0;0;efe;
EF09;F/Pole - 5Line Flat Bar Angle Black;49.69;35.70;41.055;57.1435;efe;
EF10;F/Pole - 5Line Flat Bar Angle White;49.69;35.70;41.055;57.1435;efe;
EF09-1;F/Pole - 5Line Flat Bar Black;49.69;35.70;41.055;57.1435;efe;
EF11;F/Pole - 5Line Round Black;38.70;27.80;31.97;44.505;efe;
EF12;F/Pole - 5Line Round White;38.70;27.80;31.97;44.505;efe;
EF12-1;F/Pole - 6Line Flat Bar Flat Black;57.77;41.50;47.725;66.4355;efe;
EF12-2;F/Pole - 6Line Flat Bar White;57.77;41.50;47.725;66.4355;efe;
EF13;F/Pole - 6Line Flat Bar Angle Black;57.77;41.50;47.725;66.4355;efe;
EF14;F/Pole - 6Line Flat Bar Angle White;57.77;41.50;47.725;66.4355;efe;
EF15;F/Pole - 6Line Round Black;48.02;34.50;39.675;55.223;efe;
EF16;F/Pole - 6Line Round White;48.02;34.50;39.675;55.223;efe;
EF14-5;F/Pole - 6Line Straight Tube White;78.44;56.35;64.8025;90.206;efe;
EF15-1;F/Pole - 6Line Straight Tube Black;78.44;56.35;64.8025;90.206;efe;
EF13-1;F/Pole - 6Line Angle Tube Black;78.44;56.35;64.8025;90.206;efe;
EF14-1;F/Pole - 6Line Angle Tube White;78.44;56.35;64.8025;90.206;efe;
EF11-5;F/Pole - 8Line Angle Tube White;95.14;68.35;78.6025;109.411;efe;
EF11-6;F/Pole - 8Line Angle Tube Black;95.14;68.35;78.6025;109.411;efe;
EF12-5;F/Pole - 8Line Straight Tube White;98.00;68.35;78.6025;112.7;efe;
EF12-6;F/Pole - 8Line Straight Tube Black;95.14;68.35;78.6025;109.411;efe;
EF11-7;F/Pole -8Line Straight Tube Shield Black;110.43;74.65;85.8475;126.9945;efe;
EF11-8;F/Pole - 8Line Angle Tube Shield Black;110.42;74.65;85.8475;126.983;efe;
EF11-10;F/Pole - 8Line Tube Golf Black;95.14;68.35;78.6025;109.411;efe;
EF11-11;F/Pole - 8Line +1 Sq Tube Straight G PPM;121.54;82.16;94.484;139.771;efe;
EF11-14;F/Pole - 10Line Angle Tube Black;121.94;87.60;100.74;140.231;efe;
EF11-16;F/Pole - 10Line Straight Tube Black;121.94;87.60;100.74;140.231;efe;
EF11-23;F/Pole - 12Line Straight Tube Black;145.32;104.40;120.06;167.118;efe;
EF11-24;F/Pole - 12Line Angle Tube Black;145.32;104.40;120.06;167.118;efe;
EF11-13;F/Pole - 12Line Square Tube Golf Black;149.20;104.40;120.06;171.58;efe;
EF11-40;Fence Pole 8 Line Square Tube Base SB;129.40;87.48;100.602;148.81;efe;
EF46;Fence Pole - 6Line TPole White;108.27;77.80;89.47;124.5105;efe;
EF46-1;Fence Pole - 6Line TPole Black;108.27;77.80;89.47;124.5105;efe;
EF46-4;Fence Pole - 6Line Low Profile Black;107.04;76.90;88.435;123.096;efe;
EF46-5;Fence Pole - 6Line Low Profile White;107.04;76.90;88.435;123.096;efe;
EF46-8;Fence Pole - 8Line TPole Black Shield;149.21;100.88;116.012;171.5915;efe;
;WALLTOP FENCE POLES - JURASSIC;;;0;0;efe;
EF121-4;Square Tube Jurassic 6Line Galv WBA Slot;88.00;59.50;68.425;101.2;efe;
EF126;Square Tube Jurassic 6 Wire Galv A BB;88.00;59.50;68.425;101.2;efe;
EF127;Square Tube Jurassic 6 Wire Galv S BB;88.00;59.50;68.425;101.2;efe;
EF121-3;Square Tube Jurassic 6 Wire Galv S WB;88.00;59.50;68.425;101.2;efe;
EF124-2;Square Tube Jurassic 8Line Galv WBA Slot;107.82;72.90;83.835;123.993;efe;
EF124-5;Square Tube Jurassic 8Line Galv WBS Slot;107.82;72.90;83.835;123.993;efe;
EF128;Square Tube Jurassic 8 Wire Galv A BB;107.82;72.90;83.835;123.993;efe;
EF129;Square Tube Jurassic 8 Wire Galv S BB;107.82;72.90;83.835;123.993;efe;
EF130;Square Tube Jurassic 10 Wire Galv A BB;127.05;85.90;98.785;146.1075;efe;
EF131;Square Tube Jurassic 10 Wire Galv S BB;123.00;85.90;98.785;141.45;efe;
EF132;Square Tube Jurassic 10 Wire Galv A WB;127.05;85.90;98.785;146.1075;efe;
;Galvanised & powder coated JURASSIC poles are also available;;;0;0;efe;
;;;;0;0;efe;
Prices are subject to change without prior notice.;;;;0;0;efe;
E&OE. Valid until 31st March 2023.;Page: 42;;;0;0;efe;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;efe;
;;;;0;0;efe;
Trade Price List;;;;0;0;efe;
ELECTRIC FENCING;;;;0;0;efe;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;efe;
;WALLTOP FENCE POLES & STAYS - GALVANIZED;;;0;0;efe;
EF09-6;F/Pole - 5Line Flat Bar Galv BB;68.64;46.40;53.36;78.936;efe;
EF09-8;F/Pole - 5Line Flat Bar Galv WB;63.22;42.74;49.151;72.703;efe;
EF09-2;F/Pole - 5Line Flat Bar Angle Galv BB;68.64;46.40;53.36;78.936;efe;
EF09-4;F/Pole - 5Line Flat Bar Angle Galv WB;63.22;42.74;49.151;72.703;efe;
EF13-5;F/Pole - 6Line Flat Bar Galv BB;76.19;51.50;59.225;87.6185;efe;
EF13-9;F/Pole - 6Line Flat Bar Galv WB;76.17;51.50;59.225;87.5955;efe;
EF13-3;F/Pole - 6Line Flat Bar Angle Galv BB;76.19;51.50;59.225;87.6185;efe;
EF13-10;F/Pole - 6Line Flat Bar Angle Galv WB;76.17;51.50;59.225;87.5955;efe;
EF15-2;F/Pole - 6Line Round Galv BB;55.34;37.40;43.01;63.641;efe;
EF15-3;F/Pole - 6Line Round Galv WB;55.34;37.40;43.01;63.641;efe;
EF46-6;Fence Pole - 6Line Low Profile Galv;112.75;81.00;93.15;129.6625;efe;
EF46-7;Fence Pole - 6Line TPole Galv Black Bob;110.66;79.50;91.425;127.259;efe;
EF46-9;Fence Pole - 6Line TPole Galv PC BB;122.06;82.50;94.875;140.369;efe;
EF37-3;Stay - 600mm Galvanised;34.45;24.75;28.4625;39.6175;efe;
EF36-5;Stay - 750mm Hot Dip Galvanized PC Black;43.71;31.40;36.11;50.2665;efe;
EF37-8;Stay - 750mm Galvanised;36.05;25.90;29.785;41.4575;efe;
EF37-6;Stay - 750mm with Lug Galvanised;35.40;23.90;27.485;40.71;efe;
;Powdered coated galv and PVC type also available;;;0;0;efe;
;MODULAS FENCE POLES & ACCESSORIES;;;0;0;efe;
EF150;Modulas Bracket 460mm 5 Line incl Caps;48.93;33.08;38.042;56.2695;efe;
EF151;Modulas Bracket 960mm 10 Line incl Caps;79.99;54.08;62.192;91.9885;efe;
EF152;Modulas Bracket 1160mm 12 Line incl Caps;99.39;67.20;77.28;114.2985;efe;
EF153;Modulas Bracket 1960mm 20 Line incl Caps;163.06;110.25;126.7875;187.519;efe;
EF154;Modulas Bracket 2360mm 24 Line incl Caps;194.12;131.25;150.9375;223.238;efe;
EF160;Modulas Corner Bracket 460mm 5 Line;72.24;48.83;56.1545;83.076;efe;
EF161;Modulas Corner Bracket 960mm 10 Line;121.15;81.90;94.185;139.3225;efe;
EF162;Modulas Corner Bracket 1160mm 12 Line;144.44;97.65;112.2975;166.106;efe;
EF163;Modulas Corner Bracket 1960mm 20 Line;232.96;157.50;181.125;267.904;efe;
EF164;Modulas Corner Bracket 2360mm 24 Line;271.78;183.75;211.3125;312.547;efe;
EF175;Modulas Slide Insulator Black;1.86;1.26;1.449;2.139;efe;
EF176;Modulas Spacer Black;1.84;1.24;1.426;2.116;efe;
EF177;Modulas and Jurassic Spring Hook S/S;1.39;1.00;1.15;1.5985;efe;
EF180;Modulas Mounting Bracket Black / 20;136.44;98.70;113.505;156.906;efe;
EF180-1;Modulas T Base Bracket Black;17.00;11.00;12.65;19.55;efe;
EF181;Modulas End Cap 19x19mm Black / 20;102.31;73.50;84.525;117.6565;efe;
EF182;Modulas End Cap 26x19mm Black / 20;111.96;80.80;92.92;128.754;efe;
;All Poles are supplied unassembled;;;0;0;;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 43;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
ELECTRIC FENCING;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
;ELECTRIC FENCE STAYS & ACCESSORIES;;;0;0;;
EF36;Stay - 600mm Black;27.42;19.70;22.655;31.533;efe;
EF37;Stay - 600mm White;27.42;19.70;22.655;31.533;efe;
EF37-3;Stay - 600mm Galvanised;34.45;24.75;28.4625;39.6175;efe;
EF37-11;Stay - 600mm Galv Powder Coated White;43.71;31.40;36.11;50.2665;efe;
EF37-12;Stay - 600mm Galvanised PC Black;40.65;29.20;33.58;46.7475;efe;
EF36-4;Stay - 600mm with Lug Black;25.75;18.50;21.275;29.6125;efe;
EF37-15;Stay - 600mm with Lug White;25.75;18.50;21.275;29.6125;efe;
EF37-4;Stay - 600mm with Lug Galvanised;29.44;19.90;22.885;33.856;efe;
EF37-7;Stay - 750mm Black;34.45;24.75;28.4625;39.6175;efe;
EF37-2;Stay - 750mm White;34.45;24.75;28.4625;39.6175;efe;
EF37-8;Stay - 750mm Galvanised;36.05;25.90;29.785;41.4575;efe;
EF36-2;Stay - 750mm Galv Powder Coated White;43.71;31.40;36.11;50.2665;efe;
EF36-5;Stay - 750mm Hot Dip Galvanized PC Black;43.71;31.40;36.11;50.2665;efe;
EF37-1;Stay - 750mm with Lug White;32.01;23.00;26.45;36.8115;efe;
EF37-10;Stay - 750mm with Lug Black;32.01;23.00;26.45;36.8115;efe;
EF37-6;Stay - 750mm with Lug Galvanised;35.40;23.90;27.485;40.71;efe;
;ELECTRIC FENCE STAYS & ACCESSORIES;;;0;0;efe;
EF37-14;Stay - 1m x 10mm Black;43.85;31.50;36.225;50.4275;efe;
EF37-13;Stay - 1m x 10mm White;43.85;31.50;36.225;50.4275;efe;
EF37-9;Stay - 1m x 10mm Galvanised;52.76;37.90;43.585;60.674;efe;
EF36-6;Stay Sleeve - 600mm Black;8.90;6.20;7.13;10.235;efe;
EF36-7;Stay Sleeve - 600mm White;8.90;6.20;7.13;10.235;efe;
EF36-9;Stay Sleeve - 750mm Black;10.00;7.20;8.28;11.5;efe;
EF36-8;Stay Sleeve - 750mm White;11.00;7.20;8.28;12.65;efe;
EF36-10;Stay Sleeve - 1000mm Black;10.58;7.60;8.74;12.167;efe;
EF36-1;Stay Sleeve - 1000mm White;10.58;7.60;8.74;12.167;efe;
EF38;Stay - Clamp 10 x 12mm;9.19;6.60;7.59;10.5685;efe;
EF39;Stay Lug - 6 x 35mm;6.82;4.90;5.635;7.843;efe;
EF39-2;Stay Lug - 6 x 70mm 10mm Stay;21.58;15.50;17.825;24.817;efe;
;ELECTRIC FENCE FREESTANDING POLES & BRACKETS;;;0;0;efe;
EF47-5;Omega Bracket 1.8m Pre-Galvanised;97.61;66.00;75.9;112.2515;efe;
EF47-6;Omega Bracket 2.4m Pre-Galvanised;116.84;79.00;90.85;134.366;efe;
EF47-7;Omega Bracket 3.0m Pre-Galvanised;146.42;99.00;113.85;168.383;efe;
EF47-4-1;Omega Bracket 1.5m Hot Dipped Galv 1mm;113.90;77.00;88.55;130.985;efe;
EF47-5-1;Omega Bracket 1.8m Hot Dipped Galv 1mm;128.69;87.00;100.05;147.9935;efe;
EF47-6-3;Omega Bracket 2.1m Hot Dipped Galv 1mm;137.56;93.00;106.95;158.194;efe;
EF47-6-2;Omega Bracket 2.1m Hot Dipped Galv 2mm;279.54;189.00;217.35;321.471;efe;
EF47-6-1;Omega Bracket 2.4m Hot Dipped Galv 1mm;155.31;105.00;120.75;178.6065;efe;
EF47-13;Omega Bracket 2.4m Hot Dipped Galv 2mm;316.52;214.00;246.1;363.998;efe;
EF47-7-1;Omega Bracket 3.0m Hot Dipped Galv 1mm;186.37;126.00;144.9;214.3255;efe;
EF47-7-2;Omega Bracket 3.0m Hot Dipped Galv 2mm;372.72;252.00;289.8;428.628;efe;
EF47-19;Free Standing Omega Spacer Wall and Tube;4.44;2.99;3.4385;5.106;efe;
;;;;0;0;efe;
Prices are subject to change without prior notice.;;;;0;0;efe;
E&OE. Valid until 31st March 2023.;Page: 44;;;0;0;efe;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;efe;
;;;;0;0;efe;
Trade Price List;;;;0;0;efe;
ELECTRIC FENCING;;;;0;0;efe;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;efe;
;ELECTRIC FENCE ACCESSORIES;;;0;0;efe;
EF01-2;Earth Spike - Copper Incl Nuts/1.2m;74.20;51.90;59.685;85.33;efe;
EF01-3;Earth Spike - Galv. Incl Nust/1.2m;78.34;54.90;63.135;90.091;efe;
EF39-8;Earth Spike Lug Each;4.32;3.10;3.565;4.968;efe;
EF18;Ferrules - 6mm / 100;123.75;88.90;102.235;142.3125;efe;
EF18-1;Ferrules - 6mm 304 Stainless Steel / 50;93.04;62.90;72.335;106.996;efe;
EF18-2;Ferrules - 10mm Aluminium / 100;88.39;63.50;73.025;101.6485;efe;
EF18-3;Ferrules - 6mm Aluminium / 100;61.11;43.90;50.485;70.2765;efe;
EF18-4;Ferrules - 10mm Tinned Copper / 100;215.76;155.00;178.25;248.124;efe;
EF18-5;Ferrules - 10mm Soft Stainless Steel /50;115.22;77.90;89.585;132.503;efe;
EF18-6;Ferrules - 16mm Tinned Copper / 100;313.20;225.00;258.75;360.18;efe;
EF30;Line Clamps - Large 8mm U-Bolt;2.91;2.10;2.415;3.3465;efe;
EF31;Line Clamps - Small 6mm;2.09;1.50;1.725;2.4035;efe;
EF35;Spring Hook Stainless Large Tail / 50;67.90;47.50;54.625;78.085;efe;
EF41-2;Tensioner - Combo Black Bobbin;17.07;10.90;12.535;19.6305;efe;
EF41-6;Tensioner - Mini Nylon Black;5.54;3.60;4.14;6.371;efe;
EF41-7;Tensioner - Hybrid Comp Spring Standard;6.89;4.95;5.6925;7.9235;efe;
EF41-8;Tensioner - Combo Hybrid Black Big Boy;13.02;9.35;10.7525;14.973;efe;
EF42-6;Tensioner - Comp Spring SS Black / 50;205.32;147.50;169.625;236.118;efe;
EF42-7;Tensioner - Comp Spring SS White / 50;219.24;157.50;181.125;252.126;efe;
EF42-4;Tensioner - Spring Incl Limit / 50;240.50;162.50;186.875;276.575;efe;
EF42-8;Dual Action Tension Sensor Set 8Kg DATS;89.30;62.50;71.875;102.695;efe;
EF42-9;Dual Action Tension Sensor 15Kg DATS;127.00;88.90;102.235;146.05;efe;
EF41;Tensioner - Donald;11.07;7.95;9.1425;12.7305;efe;
;ELECTRIC FENCE - WIRE;;;0;0;efe;
EF44-1;Braided Wire - Galv 1.2mm / 5Kg Reel;474.00;320.00;368;545.1;efe;
EF44-9;Braided Wire - Galv 1.2mm / 22Kg Reel;1953.00;1320.00;1518;2245.95;efe;
EF44-3;Braided Wire - 316 1.2mm Stainless Steel;1907.91;1290.00;1483.5;2194.0965;efe;
EF44-6;Braided Wire - 304 1.2mm Stainless /800m;1323.71;895.00;1029.25;1522.2665;efe;
EF44-8;Braided Wire - 1.6mm Aluminium /1000m;730.80;525.00;603.75;840.42;efe;
EF44-4;Wire - Galvanised 2.24mm / 50Kg F/Galv;1842.90;1290.00;1483.5;2119.335;efe;
EF44-5;Wire - Aluminium 1.6mm x 1000m;1013.12;685.00;787.75;1165.088;efe;
EF44-11;Aluminium Wire - Stranded 1.6mm - 500m;384.54;260.00;299;442.221;efe;
EF44-14;Aluminium Stranded Wire 2.0mm 500m 4.2Kg;790.83;505.00;580.75;909.4545;efe;
EF44-15;Aluminium Solid Wire 2.0mm 500m 3.3Kg;900.45;575.00;661.25;1035.5175;efe;
EF45-4;Wire - Stainless 1mm 304 / 12.5Kg Reel;2063.00;1355.00;1558.25;2372.45;efe;
EF45-3;Wire - Stainless 1.2mm 316 / 7Kg Reel;1560.56;1025.00;1178.75;1794.644;efe;
EF45-5;Wire - Stainless 1.2mm 316 / 12.5Kg;2778.63;1825.00;2098.75;3195.4245;efe;
EF45-6;Wire - Stainless 2mm 495m 316 / 12.5Kg;2600.00;1820.00;2093;2990;efe;
EF68-4;Bracket - Bridging Wire 100mm HDG;1.42;0.95;1.0925;1.633;efe;
EF68-5;Bracket - Bridging Wire 200mm SS 316;2.35;1.60;1.84;2.7025;efe;
EF68-6;Bracket - Bridging Wire 100mm SS 316;2.22;1.50;1.725;2.553;efe;
TL95-1;Compact Heavy Wire Cutter 5mm;565.00;395.00;454.25;649.75;efe;
;;;;0;0;efe;
Prices are subject to change without prior notice.;;;;0;0;efe;
E&OE. Valid until 31st March 2023.;Page: 45;;;0;0;efe;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;efe;
;;;;0;0;efe;
Trade Price List;;;;0;0;efe;
ELECTRIC FENCING;;;;0;0;efe;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;efe;
;ELECTRIC FENCE - INSULATORS;;;0;0;efe;
EF22;Insulator - Strain Jumbo Black;1.99;1.34;1.541;2.2885;efe;
EF22-1;Insulator Porcelain Bobbin Lrg Fireproof;3.85;2.60;2.99;4.4275;efe;
EF22-2;Insulator - Tensioner Bobbin Large Blk;2.26;1.45;1.6675;2.599;efe;
EF22-4;Insulator - Strain Ultra Black;2.80;1.90;2.185;3.22;efe;
EF22-5;Insulator - Strain Ultra Hardened Black;5.18;3.50;4.025;5.957;efe;
EF23;Insulator - Strain Jumbo White;1.98;1.34;1.541;2.277;efe;
EF24;Insulator - Nailon Black;1.54;0.98;1.127;1.771;efe;
EF25;Insulator - Nailon White;1.61;1.03;1.1845;1.8515;efe;
EF26;Insulator - 10mm Black Round Bar;1.59;1.02;1.173;1.8285;efe;
EF27;Insulator - 10mm White Round Bar;1.59;1.02;1.173;1.8285;efe;
EF28;Insulator - Bobbin 4mm Black Flat Bar;1.53;0.98;1.127;1.7595;efe;
EF29;Insulator - Bobbin 4mm White Flat Bar;1.53;0.98;1.127;1.7595;efe;
EF26-5;Insulator - Popem Black Ultra;1.83;1.17;1.3455;2.1045;efe;
EF26-2;Insulator - Jurassic - Black 6.2mm;2.07;1.40;1.61;2.3805;efe;
EF26-3;Insulator - Jurassic - Black 6.2mm Slot;2.07;1.40;1.61;2.3805;efe;
EF27-1;Insulator - Jurassic White 6.2mm;2.07;1.40;1.61;2.3805;efe;
EF27-2;Insulator - Jurassic White 6.2mm Slot;2.07;1.40;1.61;2.3805;efe;
EF26-4;Screw - Jurassic - Self Tapper Hook;1.31;0.85;0.9775;1.5065;efe;
EF26-8;Screw - Jurassic Self Tapper Hook Long;1.77;1.15;1.3225;2.0355;efe;
EF26-9;Insulator - High Security Shield;1.89;1.28;1.472;2.1735;efe;
EF22-6;Insulator - Tensioner Bobbin / Omega PTL;3.91;2.49;2.8635;4.4965;efe;
EF47-1-1;Insulator - Omega with Clip - Black;1.90;1.28;1.472;2.185;efe;
;ELECTRIC FENCE ACCESSORIES;;;0;0;efe;
EF43-1;Warning Sign - Small Double Sided;13.00;8.90;10.235;14.95;efe;
EF43-2;Warning Sign - Electric Fence Large;11.20;7.25;8.3375;12.88;efe;
;Customised warning signs available on request;;;0;0;efe;
EF55;S-Hook - Free Standing Fence;5.00;2.85;3.2775;5.75;efe;
EF55-1;S-Hook - Free Standing Fence 180Deg - HD;8.21;5.90;6.785;9.4415;efe;
EF55-2;S-Hook - Free Standing Fence 90Deg - HDG;7.79;5.60;6.44;8.9585;efe;
EF57-1;Double Pole Lightning Protection System;249.28;180.00;207;286.672;efe;
EF57-3;Lightning Dual Protection-Inhib/Divert;114.95;82.50;94.875;132.1925;efe;
EF57-5;Electric Fence Lightning Protection Kit;1990.00;1392.40;1601.26;2288.5;efe;
EF57-6;Electric Fence Lightning Protect Dual Ki;3349.00;2344.00;2695.6;3851.35;efe;
EF57-7;Electric Fence Lightning Protection Dual;3307.28;2315.09;2662.3535;3803.372;efe;
EF73-2;Electric Fence High Volt Light Galv Grey;138.50;99.50;114.425;159.275;efe;
EF73-3;Electric Fence High Volt Light SS Blue;139.30;97.50;112.125;160.195;efe;
EF73-4;Easy Fence Tester High Volt Light Timed;336.69;215.00;247.25;387.1935;efe;
TL03-4;Electric Fence - Multitool Fence Scope;1612.11;1090.00;1253.5;1853.9265;efe;
TL03-3;Nemtek HV LCD Electric Fence Meter;1079.67;730.00;839.5;1241.6205;efe;
TL03-5;HV LCD Electric Fence Meter Pouch;79.00;55.00;63.25;90.85;efe;
SD38;Strobe Light Red LED 12VDC;74.18;60.90;70.035;85.307;efe;
SD39;Strobe Light Green LED 12VDC;74.18;60.90;70.035;85.307;efe;
WL53;Perimter Fence Dual Light on Bracket Blk;273.62;185.00;212.75;314.663;efe;
PS85-4;Perimeter Light PSU PCB 24VDC;222.72;160.00;184;256.128;efe;
EF32-1;Nail in Anchors - 5 x 36mm / 100;75.90;49.30;56.695;87.285;efe;
EF32-2;Nail in Anchors - 6 x 35mm/100;91.30;59.30;68.195;104.995;efe;
EF33;Nail-in Anchors - 6 x 55mm / 100;104.50;73.10;84.065;120.175;efe;
